date,latitude,longitude,depth,magnitude,magnitude_type,MD,ML,Mw,Ms,location,provider
2025-11-18T02:53:34,39.2027,28.1612,10.1,2.4,ML,,2.4,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-18T02:37:47,38.4838,26.371,14.2,2.3,ML,,2.3,,,DALYANKOY ACIKLARI-IZMIR (EGE DENIZI),KOERI
2025-11-18T02:23:52,39.172,28.1015,10.1,1.0,ML,,1.0,,,ORMANICI-SINDIRGI (BALIKESIR),KOERI
2025-11-18T02:23:21,39.081,28.3525,11.5,1.2,ML,,1.2,,,KOBAKLAR-GORDES (MANISA),KOERI
2025-11-18T01:47:41,39.0892,28.3528,4.8,1.2,ML,,1.2,,,KOBAKLAR-GORDES (MANISA),KOERI
2025-11-18T01:46:15,40.747,27.465,3.2,1.7,ML,,1.7,,,GUZELKOY ACIKLARI-TEKIRDAG (MARMARA DENIZI),KOERI
2025-11-18T01:46:11,39.5868,40.6712,1.8,1.1,ML,,1.1,,,YAYLIM-TERCAN (ERZINCAN),KOERI
2025-11-18T01:44:13,38.0105,31.066,16.2,1.4,ML,,1.4,,,YESILKOY-GELENDOST (ISPARTA),KOERI
2025-11-18T01:35:57,39.1712,27.9932,9.4,1.3,ML,,1.3,,,AKKOCALI-AKHISAR (MANISA),KOERI
2025-11-18T01:28:44,38.7978,28.387,22.8,1.4,ML,,1.4,,,KINIK-KOPRUBASI (MANISA),KOERI
2025-11-18T01:24:00,39.1983,28.0172,12.9,1.4,ML,,1.4,,,SAHINKAYA-SINDIRGI (BALIKESIR),KOERI
2025-11-18T01:12:58,39.1478,28.2535,14.1,1.4,ML,,1.4,,,BAYRAKLI-SINDIRGI (BALIKESIR),KOERI
2025-11-18T01:08:47,39.1572,28.232,10.3,1.4,ML,,1.4,,,BAYRAKLI-SINDIRGI (BALIKESIR),KOERI
2025-11-18T00:49:09,39.2595,28.1715,7.6,1.5,ML,,1.5,,,SINDIRGI (BALIKESIR),KOERI
2025-11-18T00:47:20,39.2253,28.109,8.4,1.4,ML,,1.4,,,BAYIRLI-SINDIRGI (BALIKESIR),KOERI
2025-11-18T00:45:51,39.1558,28.1975,18.0,1.0,ML,,1.0,,,AKTAS-SINDIRGI (BALIKESIR),KOERI
2025-11-18T00:22:11,39.2008,28.134,10.8,1.9,ML,,1.9,,,ORMANICI-SINDIRGI (BALIKESIR),KOERI
2025-11-18T00:18:40,40.2695,24.1268,6.7,3.3,ML,,3.3,,,YUNANISTAN,KOERI
2025-11-18T00:13:04,39.1993,28.1272,11.4,1.7,ML,,1.7,,,ORMANICI-SINDIRGI (BALIKESIR),KOERI
2025-11-18T00:04:08,39.0017,24.1938,8.7,4.7,ML,,4.7,4.7,,YUNANISTAN,KOERI
2025-11-17T23:57:08,39.218,28.1375,12.1,1.8,ML,,1.8,,,MANDIRA-SINDIRGI (BALIKESIR),KOERI
2025-11-17T23:49:07,37.1795,27.953,11.0,1.3,ML,,1.3,,,KARACAAGAC-MILAS (MUGLA),KOERI
2025-11-17T23:47:13,39.201,28.1747,8.7,1.6,ML,,1.6,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-17T23:14:33,39.1072,28.3145,10.8,1.6,ML,,1.6,,,YUREGIL-SINDIRGI (BALIKESIR),KOERI
2025-11-17T23:09:31,39.1913,28.1472,12.7,1.6,ML,,1.6,,,ORMANICI-SINDIRGI (BALIKESIR),KOERI
2025-11-17T23:04:15,37.9335,26.9533,6.2,2.8,ML,,2.8,,,KUSADASI KORFEZI (EGE DENIZI),KOERI
2025-11-17T22:45:03,39.2288,28.1242,7.9,1.7,ML,,1.7,,,BAYIRLI-SINDIRGI (BALIKESIR),KOERI
2025-11-17T22:23:23,39.1978,28.1798,10.0,2.3,ML,,2.3,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-17T22:08:07,39.1278,28.2657,11.0,1.3,ML,,1.3,,,YUREGIL-SINDIRGI (BALIKESIR),KOERI
2025-11-17T22:01:35,39.2278,28.1623,10.4,2.2,ML,,2.2,,,SINDIRGI (BALIKESIR),KOERI
2025-11-17T21:30:52,38.8885,28.3155,3.9,1.5,ML,,1.5,,,PINARBASI-GORDES (MANISA),KOERI
2025-11-17T21:14:25,39.1982,28.1437,9.1,1.4,ML,,1.4,,,ORMANICI-SINDIRGI (BALIKESIR),KOERI
2025-11-17T20:46:36,39.0332,28.2618,8.9,1.8,ML,,1.8,,,BEGEL-GORDES (MANISA),KOERI
2025-11-17T20:39:51,39.2307,28.9458,15.7,1.4,ML,,1.4,,,YENILER-SIMAV (KUTAHYA),KOERI
2025-11-17T20:23:19,39.2148,28.1233,6.9,1.7,ML,,1.7,,,BAYIRLI-SINDIRGI (BALIKESIR),KOERI
2025-11-17T19:50:58,39.2528,29.0437,5.6,2.0,ML,,2.0,,,KATRANDAGI-EMET (KUTAHYA),KOERI
2025-11-17T19:30:12,39.2318,28.166,11.7,2.3,ML,,2.3,,,SINDIRGI (BALIKESIR),KOERI
2025-11-17T19:26:07,39.2683,28.9345,4.6,2.2,ML,,2.2,,,KARAKOCA-SIMAV (KUTAHYA),KOERI
2025-11-17T18:22:15,39.2442,28.0405,16.3,1.4,ML,,1.4,,,ALAKIR-SINDIRGI (BALIKESIR),KOERI
2025-11-17T17:54:42,39.179,28.2227,9.3,1.7,ML,,1.7,,,AKTAS-SINDIRGI (BALIKESIR),KOERI
2025-11-17T17:50:17,39.1852,28.2315,14.4,2.9,ML,,2.9,,,ILICA-SINDIRGI (BALIKESIR),KOERI
2025-11-17T17:44:57,37.7317,36.0878,3.9,2.1,ML,,2.1,,,AKOLUK-FEKE (ADANA),KOERI
2025-11-17T17:31:23,39.074,28.1987,12.3,2.2,ML,,2.2,,,CICEKLI-GORDES (MANISA),KOERI
2025-11-17T17:27:46,38.2427,38.7542,5.0,1.9,ML,,1.9,,,BALPINARI-PUTURGE (MALATYA),KOERI
2025-11-17T17:21:15,39.1525,28.185,17.3,1.6,ML,,1.6,,,AKTAS-SINDIRGI (BALIKESIR),KOERI
2025-11-17T17:16:31,38.8123,42.4938,7.2,2.9,ML,,2.9,,,YUVADAMI-AHLAT (BITLIS),KOERI
2025-11-17T16:52:03,39.0865,28.3378,13.3,1.6,ML,,1.6,,,KOBAKLAR-GORDES (MANISA),KOERI
2025-11-17T16:48:58,39.1893,28.1448,10.3,2.4,ML,,2.4,,,ORMANICI-SINDIRGI (BALIKESIR),KOERI
2025-11-17T16:43:51,39.1585,28.0458,11.5,1.3,ML,,1.3,,,SOGUTLU-AKHISAR (MANISA),KOERI
2025-11-17T16:35:20,39.1882,28.174,7.8,2.0,ML,,2.0,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-17T16:05:06,39.2107,28.1318,9.4,1.7,ML,,1.7,,,MANDIRA-SINDIRGI (BALIKESIR),KOERI
2025-11-17T15:25:58,39.2102,28.164,7.1,2.7,ML,,2.7,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-17T15:22:52,39.0958,28.2458,18.9,1.6,ML,,1.6,,,KINIK-SINDIRGI (BALIKESIR),KOERI
2025-11-17T15:17:32,39.2013,28.1467,12.5,2.5,ML,,2.5,,,ORMANICI-SINDIRGI (BALIKESIR),KOERI
2025-11-17T15:08:50,39.0667,28.1163,2.9,1.2,ML,,1.2,,,HANPASA-AKHISAR (MANISA),KOERI
2025-11-17T15:05:29,39.2138,28.1913,9.6,1.7,ML,,1.7,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-17T15:00:20,39.2067,28.154,9.8,2.6,ML,,2.6,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-17T14:41:05,39.2315,28.96,12.9,2.5,ML,,2.5,,,YEMISLI-SIMAV (KUTAHYA),KOERI
2025-11-17T14:29:14,39.2178,28.1653,11.3,3.5,ML,,3.5,3.3,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-17T14:20:18,39.2468,28.1078,5.6,1.3,ML,,1.3,,,KARAGUR-SINDIRGI (BALIKESIR),KOERI
2025-11-17T14:12:58,39.1618,28.19,10.1,1.5,ML,,1.5,,,AKTAS-SINDIRGI (BALIKESIR),KOERI
2025-11-17T14:04:40,39.184,28.1663,13.9,3.2,ML,,3.2,3.1,,SINANDEDE-SINDIRGI (BALIKESIR),KOERI
2025-11-17T13:52:41,39.2235,28.1768,7.5,1.9,ML,,1.9,,,SINDIRGI (BALIKESIR),KOERI
2025-11-17T13:51:19,39.1427,28.3303,9.4,1.4,ML,,1.4,,,KUCUKDAGDERE-SINDIRGI (BALIKESIR),KOERI
2025-11-17T13:45:45,39.1495,28.2017,13.1,2.5,ML,,2.5,,,AKTAS-SINDIRGI (BALIKESIR),KOERI
2025-11-17T13:28:54,39.2368,28.9652,14.0,0.9,ML,,0.9,,,YEMISLI-SIMAV (KUTAHYA),KOERI
2025-11-17T13:13:44,35.2398,33.6962,4.0,1.7,ML,,1.7,,,KIBRIS-ISKELE,KOERI
2025-11-17T13:12:09,39.1625,28.253,9.3,1.9,ML,,1.9,,,BAYRAKLI-SINDIRGI (BALIKESIR),KOERI
2025-11-17T13:10:25,39.1195,28.2265,22.6,1.4,ML,,1.4,,,KINIK-SINDIRGI (BALIKESIR),KOERI
2025-11-17T13:08:58,39.1672,28.3487,7.4,1.3,ML,,1.3,,,KUCUKDAGDERE-SINDIRGI (BALIKESIR),KOERI
2025-11-17T12:55:12,39.1317,28.2998,5.1,1.4,ML,,1.4,,,YUREGIL-SINDIRGI (BALIKESIR),KOERI
2025-11-17T12:49:50,39.1928,28.1607,10.1,1.7,ML,,1.7,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-17T12:38:58,39.2523,28.8473,5.1,0.8,ML,,0.8,,,KAYALIDERE-SIMAV (KUTAHYA),KOERI
2025-11-17T12:37:58,39.2013,28.9058,2.4,1.3,ML,,1.3,,,ORENLI-SIMAV (KUTAHYA),KOERI
2025-11-17T12:32:40,39.5255,28.02,10.6,1.4,ML,,1.4,,,CAGIS-BIGADIC (BALIKESIR),KOERI
2025-11-17T12:26:55,39.5893,25.974,4.0,2.6,ML,,2.6,,,GULPINAR ACIKLARI-CANAKKALE (EGE DENIZI),KOERI
2025-11-17T12:24:18,39.2218,28.1095,6.8,1.4,ML,,1.4,,,BAYIRLI-SINDIRGI (BALIKESIR),KOERI
2025-11-17T12:08:19,39.2377,28.9587,26.7,0.8,ML,,0.8,,,YEMISLI-SIMAV (KUTAHYA),KOERI
2025-11-17T11:58:54,39.5773,25.9938,3.4,1.8,ML,,1.8,,,GULPINAR ACIKLARI-CANAKKALE (EGE DENIZI),KOERI
2025-11-17T11:50:50,39.1498,28.2208,12.3,1.4,ML,,1.4,,,BAYRAKLI-SINDIRGI (BALIKESIR),KOERI
2025-11-17T11:23:05,39.0498,28.121,2.4,1.6,ML,,1.6,,,HANPASA-AKHISAR (MANISA),KOERI
2025-11-17T11:19:38,39.2212,28.1453,7.7,2.0,ML,,2.0,,,MANDIRA-SINDIRGI (BALIKESIR),KOERI
2025-11-17T11:18:45,39.1658,28.1573,9.6,2.0,ML,,2.0,,,SINANDEDE-SINDIRGI (BALIKESIR),KOERI
2025-11-17T11:18:03,39.5968,25.9673,4.9,1.4,ML,,1.4,,,GULPINAR ACIKLARI-CANAKKALE (EGE DENIZI),KOERI
2025-11-17T11:09:25,39.182,28.2058,10.7,2.5,ML,,2.5,,,AKTAS-SINDIRGI (BALIKESIR),KOERI
2025-11-17T10:52:20,35.7935,25.579,7.1,1.8,ML,,1.8,,,EGE DENIZI,KOERI
2025-11-17T10:33:18,39.2547,28.0807,4.8,1.1,ML,,1.1,,,ALACAATLI-SINDIRGI (BALIKESIR),KOERI
2025-11-17T10:30:52,39.1593,28.1668,11.3,1.5,ML,,1.5,,,SINANDEDE-SINDIRGI (BALIKESIR),KOERI
2025-11-17T10:16:12,39.244,28.056,6.6,1.4,ML,,1.4,,,ALAKIR-SINDIRGI (BALIKESIR),KOERI
2025-11-17T10:10:00,41.352,40.9782,5.7,2.1,ML,,2.1,,,PAZAR ACIKLARI-RIZE (KARADENIZ),KOERI
2025-11-17T10:05:57,39.1608,28.2877,9.1,1.5,ML,,1.5,,,ISIKLAR-SINDIRGI (BALIKESIR),KOERI
