date,latitude,longitude,depth,magnitude,magnitude_type,MD,ML,Mw,Ms,location,provider
2025-11-19T11:35:31,39.2197,28.2872,22.8,1.4,ML,,1.4,,,ASLANDEDE-SINDIRGI (BALIKESIR),KOERI
2025-11-19T11:20:49,39.2673,29.0192,5.1,1.7,ML,,1.7,,,YESILDERE-SIMAV (KUTAHYA),KOERI
2025-11-19T11:17:23,40.8013,27.4753,5.4,1.4,ML,,1.4,,,YENIKOY (TEKIRDAG),KOERI
2025-11-19T11:09:32,39.1332,28.3322,5.0,1.3,ML,,1.3,,,YUREGIL-SINDIRGI (BALIKESIR),KOERI
2025-11-19T11:01:30,39.1595,28.2783,8.2,1.3,ML,,1.3,,,ISIKLAR-SINDIRGI (BALIKESIR),KOERI
2025-11-19T10:48:33,38.1345,36.625,8.4,1.7,ML,,1.7,,,YENIYAPAN-GOKSUN (KAHRAMANMARAS),KOERI
2025-11-19T10:34:24,39.0485,28.2853,15.8,0.8,ML,,0.8,,,MALAZ-GORDES (MANISA),KOERI
2025-11-19T10:08:07,39.1972,28.2222,10.3,1.3,ML,,1.3,,,ILICA-SINDIRGI (BALIKESIR),KOERI
2025-11-19T10:05:21,39.2548,28.1865,8.0,1.2,ML,,1.2,,,CAYGOREN-SINDIRGI (BALIKESIR),KOERI
2025-11-19T10:04:31,39.1438,28.1662,11.7,1.3,ML,,1.3,,,AKTAS-SINDIRGI (BALIKESIR),KOERI
2025-11-19T09:36:06,39.2043,28.1435,9.8,1.9,ML,,1.9,,,ORMANICI-SINDIRGI (BALIKESIR),KOERI
2025-11-19T09:34:44,37.771,36.3498,13.1,1.6,ML,,1.6,,,CIGSAR-ANDIRIN (KAHRAMANMARAS),KOERI
2025-11-19T09:33:36,39.2395,29.0368,11.0,2.0,ML,,2.0,,,KATRANDAGI-EMET (KUTAHYA),KOERI
2025-11-19T09:33:23,39.1692,28.2415,14.2,2.2,ML,,2.2,,,BAYRAKLI-SINDIRGI (BALIKESIR),KOERI
2025-11-19T09:29:23,37.1428,27.9342,0.0,1.7,ML,,1.7,,,SEKKOY-MILAS (MUGLA),KOERI
2025-11-19T09:24:54,36.3458,28.7215,8.2,2.0,ML,,2.0,,,AKDENIZ,KOERI
2025-11-19T09:19:57,39.0672,28.253,16.0,2.3,ML,,2.3,,,DUTLUCA-GORDES (MANISA),KOERI
2025-11-19T09:18:36,39.0377,28.2868,9.0,1.4,ML,,1.4,,,MALAZ-GORDES (MANISA),KOERI
2025-11-19T09:05:36,39.0528,27.9855,5.0,1.3,ML,,1.3,,,BASLAMIS-AKHISAR (MANISA),KOERI
2025-11-19T09:04:32,39.1638,28.1785,11.8,1.5,ML,,1.5,,,AKTAS-SINDIRGI (BALIKESIR),KOERI
2025-11-19T08:56:40,39.2452,27.8485,10.6,1.2,ML,,1.2,,,KUYUCAK-KIRKAGAC (MANISA),KOERI
2025-11-19T08:47:29,38.9045,28.0307,16.6,1.1,ML,,1.1,,,YAYAKIRILDIK-AKHISAR (MANISA),KOERI
2025-11-19T08:37:18,40.2582,24.1213,10.7,1.7,ML,,1.7,,,YUNANISTAN,KOERI
2025-11-19T08:35:01,38.2718,37.039,5.4,2.1,ML,,2.1,,,KUSKAYASI-AFSIN (KAHRAMANMARAS),KOERI
2025-11-19T08:27:07,34.6743,32.5913,22.6,2.3,ML,,2.3,,,AKDENIZ,KOERI
2025-11-19T08:04:45,39.1572,28.2363,12.2,1.3,ML,,1.3,,,BAYRAKLI-SINDIRGI (BALIKESIR),KOERI
2025-11-19T07:59:31,34.6593,32.4803,12.1,2.7,ML,,2.7,,,AKDENIZ,KOERI
2025-11-19T07:58:08,39.2172,28.9982,13.9,1.7,ML,,1.7,,,EGIRLER-SIMAV (KUTAHYA),KOERI
2025-11-19T07:46:31,39.2363,29.0357,12.0,1.2,ML,,1.2,,,KATRANDAGI-EMET (KUTAHYA),KOERI
2025-11-19T07:06:13,39.192,28.174,16.5,1.1,ML,,1.1,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-19T06:54:14,39.2255,28.067,14.4,1.6,ML,,1.6,,,ALAKIR-SINDIRGI (BALIKESIR),KOERI
2025-11-19T06:45:04,40.8132,35.7878,6.1,1.8,ML,,1.8,,,CUKUROREN-SULUOVA (AMASYA),KOERI
2025-11-19T06:42:29,39.2427,28.9537,5.4,1.4,ML,,1.4,,,YENILER-SIMAV (KUTAHYA),KOERI
2025-11-19T06:37:19,39.7763,38.6625,20.3,1.6,ML,,1.6,,,KOCKAYA-REFAHIYE (ERZINCAN),KOERI
2025-11-19T06:31:52,38.4422,39.2012,5.0,2.5,ML,,2.5,,,YEDIPINAR-SIVRICE (ELAZIG),KOERI
2025-11-19T06:16:41,38.1362,36.619,5.0,1.5,ML,,1.5,,,YENIYAPAN-GOKSUN (KAHRAMANMARAS),KOERI
2025-11-19T06:12:53,39.258,28.073,12.0,1.3,ML,,1.3,,,ALACAATLI-SINDIRGI (BALIKESIR),KOERI
2025-11-19T06:11:26,40.4765,37.0042,5.0,1.8,ML,,1.8,,,KOKLUCE-NIKSAR (TOKAT),KOERI
2025-11-19T06:06:57,39.0572,28.2843,12.1,1.2,ML,,1.2,,,MALAZ-GORDES (MANISA),KOERI
2025-11-19T05:52:32,40.7538,33.6405,5.4,2.0,ML,,2.0,,,BASEGMEZ (CANKIRI),KOERI
2025-11-19T05:45:06,39.1957,28.158,13.9,2.3,ML,,2.3,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-19T05:32:34,39.218,28.1227,11.4,1.4,ML,,1.4,,,BAYIRLI-SINDIRGI (BALIKESIR),KOERI
2025-11-19T05:28:57,39.1527,28.125,13.8,1.3,ML,,1.3,,,SINANDEDE-SINDIRGI (BALIKESIR),KOERI
2025-11-19T05:24:42,39.1638,28.1558,21.1,1.2,ML,,1.2,,,SINANDEDE-SINDIRGI (BALIKESIR),KOERI
2025-11-19T05:09:18,40.8418,31.6458,5.1,2.1,ML,,2.1,,,CUKUROREN (BOLU),KOERI
2025-11-19T05:08:58,39.2162,28.0635,11.8,1.6,ML,,1.6,,,ALAKIR-SINDIRGI (BALIKESIR),KOERI
2025-11-19T05:06:08,34.7805,32.4943,12.1,2.0,ML,,2.0,,,AKDENIZ,KOERI
2025-11-19T05:01:44,35.2368,29.57,88.7,2.8,ML,,2.8,,,AKDENIZ,KOERI
2025-11-19T04:37:03,39.2205,28.1313,11.0,1.7,ML,,1.7,,,MANDIRA-SINDIRGI (BALIKESIR),KOERI
2025-11-19T04:29:26,39.1732,28.3492,10.0,1.4,ML,,1.4,,,KUCUKDAGDERE-SINDIRGI (BALIKESIR),KOERI
2025-11-19T04:02:51,39.0877,28.3408,10.8,1.1,ML,,1.1,,,KOBAKLAR-GORDES (MANISA),KOERI
2025-11-19T03:58:10,39.1622,28.2363,21.4,1.2,ML,,1.2,,,BAYRAKLI-SINDIRGI (BALIKESIR),KOERI
2025-11-19T03:57:48,39.1318,28.2233,18.7,1.0,ML,,1.0,,,BAYRAKLI-SINDIRGI (BALIKESIR),KOERI
2025-11-19T03:56:24,37.8858,27.1872,21.3,1.5,ML,,1.5,,,KUSADASI KORFEZI (EGE DENIZI),KOERI
2025-11-19T03:48:57,37.6935,35.4275,5.4,1.7,ML,,1.7,,,KUP-ALADAG (ADANA),KOERI
2025-11-19T03:44:20,39.17,28.153,14.8,1.8,ML,,1.8,,,SINANDEDE-SINDIRGI (BALIKESIR),KOERI
2025-11-19T03:42:47,39.1633,28.2653,9.8,1.5,ML,,1.5,,,ISIKLAR-SINDIRGI (BALIKESIR),KOERI
2025-11-19T03:27:50,37.6703,36.5833,6.9,1.3,ML,,1.3,,,CINARPINAR (KAHRAMANMARAS),KOERI
2025-11-19T03:27:24,39.1895,29.0025,9.6,1.2,ML,,1.2,,,EGIRLER-SIMAV (KUTAHYA),KOERI
2025-11-19T03:23:47,39.2007,28.2008,15.2,1.5,ML,,1.5,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-19T03:20:39,39.2417,29.0412,11.4,1.4,ML,,1.4,,,KATRANDAGI-EMET (KUTAHYA),KOERI
2025-11-19T03:11:55,39.189,28.3093,7.4,1.3,ML,,1.3,,,BUYUKDAGDERE-SINDIRGI (BALIKESIR),KOERI
2025-11-19T03:03:31,39.0695,28.2545,3.3,1.4,ML,,1.4,,,DUTLUCA-GORDES (MANISA),KOERI
2025-11-19T02:25:14,39.1988,28.1478,7.9,1.7,ML,,1.7,,,ORMANICI-SINDIRGI (BALIKESIR),KOERI
2025-11-19T02:16:31,39.157,28.0222,12.4,1.5,ML,,1.5,,,SOGUTLU-AKHISAR (MANISA),KOERI
2025-11-19T02:11:15,39.1252,28.1222,11.6,1.3,ML,,1.3,,,SINANDEDE-SINDIRGI (BALIKESIR),KOERI
2025-11-19T02:07:36,38.1142,37.1402,4.9,1.6,ML,,1.6,,,GUPLUCE-ELBISTAN (KAHRAMANMARAS),KOERI
2025-11-19T02:04:50,39.0577,28.2503,11.5,2.6,ML,,2.6,,,DUTLUCA-GORDES (MANISA),KOERI
2025-11-19T02:02:17,38.369,37.4448,5.3,1.7,ML,,1.7,,,YALINTAS-ELBISTAN (KAHRAMANMARAS),KOERI
2025-11-19T01:57:21,38.1575,38.5707,7.4,2.0,ML,,2.0,,,ULUKOY (MALATYA),KOERI
2025-11-19T01:46:13,39.1793,28.1465,12.0,1.5,ML,,1.5,,,SINANDEDE-SINDIRGI (BALIKESIR),KOERI
2025-11-19T01:26:17,38.1228,37.197,12.4,1.5,ML,,1.5,,,GUPLUCE-ELBISTAN (KAHRAMANMARAS),KOERI
2025-11-19T01:23:33,39.151,28.3338,7.8,1.6,ML,,1.6,,,KUCUKDAGDERE-SINDIRGI (BALIKESIR),KOERI
2025-11-19T01:15:40,37.9502,37.6142,5.6,1.5,ML,,1.5,,,KAPIDERE-DOGANSEHIR (MALATYA),KOERI
2025-11-19T01:10:02,35.0208,32.1217,5.0,2.6,ML,,2.6,,,AKDENIZ,KOERI
2025-11-19T01:08:47,36.6252,25.662,1.6,1.9,ML,,1.9,,,EGE DENIZI,KOERI
2025-11-19T00:44:46,39.1818,28.1673,9.8,1.5,ML,,1.5,,,SINANDEDE-SINDIRGI (BALIKESIR),KOERI
2025-11-19T00:40:38,39.1812,28.1653,9.8,2.5,ML,,2.5,,,SINANDEDE-SINDIRGI (BALIKESIR),KOERI
2025-11-19T00:33:37,39.2117,28.1528,11.0,2.1,ML,,2.1,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-19T00:00:52,39.2317,29.0028,11.1,1.9,ML,,1.9,,,YEMISLI-SIMAV (KUTAHYA),KOERI
2025-11-18T23:57:46,39.2,28.1043,8.7,1.5,ML,,1.5,,,KERTIL-SINDIRGI (BALIKESIR),KOERI
2025-11-18T23:44:50,37.9748,27.0888,6.2,2.7,ML,,2.7,,,KUSADASI KORFEZI (EGE DENIZI),KOERI
2025-11-18T23:44:06,37.9758,27.1262,13.7,3.6,ML,,3.6,3.6,,KUSADASI KORFEZI (EGE DENIZI),KOERI
2025-11-18T23:31:30,39.1848,28.1867,9.3,2.0,ML,,2.0,,,AKTAS-SINDIRGI (BALIKESIR),KOERI
2025-11-18T23:24:54,39.1603,28.298,11.5,2.2,ML,,2.2,,,ISIKLAR-SINDIRGI (BALIKESIR),KOERI
2025-11-18T23:22:52,39.1513,28.1602,9.5,1.5,ML,,1.5,,,SINANDEDE-SINDIRGI (BALIKESIR),KOERI
2025-11-18T23:20:25,39.2087,28.1465,7.6,1.4,ML,,1.4,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-18T23:06:49,40.6665,33.5098,3.5,2.0,ML,,2.0,,,KARATEKIN-KORGUN (CANKIRI),KOERI
2025-11-18T22:59:08,39.1227,28.1317,11.3,1.4,ML,,1.4,,,SINANDEDE-SINDIRGI (BALIKESIR),KOERI
2025-11-18T22:32:41,34.5877,32.341,8.3,2.3,ML,,2.3,,,AKDENIZ,KOERI
2025-11-18T22:10:03,39.1593,28.2393,9.1,1.7,ML,,1.7,,,BAYRAKLI-SINDIRGI (BALIKESIR),KOERI
2025-11-18T21:40:50,39.1905,28.2405,8.0,1.4,ML,,1.4,,,ILICA-SINDIRGI (BALIKESIR),KOERI
2025-11-18T21:25:38,39.1675,28.2867,13.4,1.8,ML,,1.8,,,ISIKLAR-SINDIRGI (BALIKESIR),KOERI
2025-11-18T21:23:05,38.2063,38.619,7.2,1.5,ML,,1.5,,,SOGUTLU-PUTURGE (MALATYA),KOERI
2025-11-18T21:08:32,39.206,28.1578,8.6,1.6,ML,,1.6,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-18T21:00:46,39.229,28.1778,9.8,1.5,ML,,1.5,,,SINDIRGI (BALIKESIR),KOERI
2025-11-18T20:53:56,37.9232,36.3303,5.0,2.6,ML,,2.6,,,HACIKODAL-GOKSUN (KAHRAMANMARAS),KOERI
2025-11-18T20:49:20,39.0572,28.244,12.5,2.8,ML,,2.8,,,DUTLUCA-GORDES (MANISA),KOERI
2025-11-18T20:18:49,34.6542,32.7898,9.2,2.2,ML,,2.2,,,AKDENIZ,KOERI
2025-11-18T20:12:07,39.2272,28.083,10.1,1.9,ML,,1.9,,,KOZLU-SINDIRGI (BALIKESIR),KOERI
2025-11-18T20:08:34,39.1112,28.3212,13.7,1.5,ML,,1.5,,,YUREGIL-SINDIRGI (BALIKESIR),KOERI
2025-11-18T19:41:05,40.8427,28.7122,12.1,3.0,ML,,3.0,,,AVCILAR ACIKLARI-ISTANBUL (MARMARA DENIZI),KOERI
2025-11-18T19:35:10,39.1697,28.3482,12.7,1.4,ML,,1.4,,,KUCUKDAGDERE-SINDIRGI (BALIKESIR),KOERI
2025-11-18T19:17:38,36.9925,35.8247,18.5,1.3,ML,,1.3,,,CEYHAN (ADANA),KOERI
2025-11-18T19:10:59,39.187,28.173,10.1,2.6,ML,,2.6,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-18T19:07:53,39.2053,28.1842,4.9,1.3,ML,,1.3,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-18T18:25:05,39.2287,28.0363,10.6,1.3,ML,,1.3,,,ALAKIR-SINDIRGI (BALIKESIR),KOERI
2025-11-18T18:24:32,39.2238,28.1163,12.1,2.1,ML,,2.1,,,BAYIRLI-SINDIRGI (BALIKESIR),KOERI
2025-11-18T17:21:33,39.1592,28.2877,9.4,2.1,ML,,2.1,,,ISIKLAR-SINDIRGI (BALIKESIR),KOERI
2025-11-18T17:02:25,39.1718,28.1818,8.4,2.6,ML,,2.6,,,AKTAS-SINDIRGI (BALIKESIR),KOERI
2025-11-18T17:00:58,40.8575,28.7583,20.5,1.8,ML,,1.8,,,AVCILAR ACIKLARI-ISTANBUL (MARMARA DENIZI),KOERI
2025-11-18T16:47:34,39.1918,28.193,19.6,2.1,ML,,2.1,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-18T16:34:36,39.2573,28.138,7.5,2.6,ML,,2.6,,,IBILLER-SINDIRGI (BALIKESIR),KOERI
2025-11-18T16:16:29,40.8513,28.7397,16.8,2.4,ML,,2.4,,,AVCILAR ACIKLARI-ISTANBUL (MARMARA DENIZI),KOERI
2025-11-18T16:14:40,39.2363,41.6055,4.6,2.7,ML,,2.7,,,GORGU-VARTO (MUS),KOERI
2025-11-18T15:57:17,39.0835,28.1023,18.2,1.1,ML,,1.1,,,HANPASA-AKHISAR (MANISA),KOERI
2025-11-18T15:39:37,39.1858,28.3352,14.3,1.4,ML,,1.4,,,BUYUKDAGDERE-SINDIRGI (BALIKESIR),KOERI
2025-11-18T15:11:31,39.1855,27.9415,7.7,1.6,ML,,1.6,,,AKKOCALI-AKHISAR (MANISA),KOERI
2025-11-18T15:05:18,39.0915,28.07,4.9,1.5,ML,,1.5,,,KOCAKAGAN-AKHISAR (MANISA),KOERI
2025-11-18T15:02:22,39.2457,28.0813,11.2,2.4,ML,,2.4,,,KOZLU-SINDIRGI (BALIKESIR),KOERI
2025-11-18T14:55:48,39.154,28.3032,13.3,1.9,ML,,1.9,,,KUCUKDAGDERE-SINDIRGI (BALIKESIR),KOERI
2025-11-18T14:45:19,39.2045,28.0997,7.7,1.5,ML,,1.5,,,KERTIL-SINDIRGI (BALIKESIR),KOERI
2025-11-18T14:10:00,39.2317,28.0978,17.5,1.6,ML,,1.6,,,KOZLU-SINDIRGI (BALIKESIR),KOERI
2025-11-18T14:09:39,39.2293,28.1028,5.3,1.6,ML,,1.6,,,BAYIRLI-SINDIRGI (BALIKESIR),KOERI
2025-11-18T14:04:55,39.1722,28.1757,8.2,2.0,ML,,2.0,,,AKTAS-SINDIRGI (BALIKESIR),KOERI
2025-11-18T13:51:09,38.9757,34.3105,6.0,1.8,ML,,1.8,,,KUCUKKAVAK-MUCUR (KIRSEHIR),KOERI
2025-11-18T13:36:28,39.13,28.3165,13.0,1.8,ML,,1.8,,,YUREGIL-SINDIRGI (BALIKESIR),KOERI
2025-11-18T13:27:22,39.2308,29.0497,7.8,1.8,ML,,1.8,,,KATRANDAGI-EMET (KUTAHYA),KOERI
2025-11-18T13:23:41,39.2197,28.1602,7.9,2.1,ML,,2.1,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-18T13:13:24,39.1998,28.1073,4.9,1.7,ML,,1.7,,,KERTIL-SINDIRGI (BALIKESIR),KOERI
2025-11-18T13:12:16,39.1155,27.9967,13.5,1.6,ML,,1.6,,,SARILAR-AKHISAR (MANISA),KOERI
2025-11-18T12:56:30,39.1098,28.2825,5.4,1.0,ML,,1.0,,,YUREGIL-SINDIRGI (BALIKESIR),KOERI
2025-11-18T12:55:11,39.2633,28.0602,5.5,1.0,ML,,1.0,,,ALACAATLI-SINDIRGI (BALIKESIR),KOERI
2025-11-18T12:52:53,39.452,28.1077,6.4,1.7,ML,,1.7,,,KADIKOY-BIGADIC (BALIKESIR),KOERI
2025-11-18T12:47:21,39.1648,28.2257,9.6,2.3,ML,,2.3,,,BAYRAKLI-SINDIRGI (BALIKESIR),KOERI
2025-11-18T12:28:39,39.2172,28.115,17.3,1.7,ML,,1.7,,,BAYIRLI-SINDIRGI (BALIKESIR),KOERI
2025-11-18T12:13:30,37.9923,28.0328,4.6,1.1,ML,,1.1,,,CAYIRKOY-ODEMIS (IZMIR),KOERI
2025-11-18T12:05:50,39.187,28.1332,12.5,2.0,ML,,2.0,,,ORMANICI-SINDIRGI (BALIKESIR),KOERI
2025-11-18T12:05:28,39.1583,28.1225,14.5,1.6,ML,,1.6,,,SINANDEDE-SINDIRGI (BALIKESIR),KOERI
2025-11-18T11:52:07,39.118,28.3382,5.4,1.2,ML,,1.2,,,YUREGIL-SINDIRGI (BALIKESIR),KOERI
2025-11-18T11:28:37,39.2382,28.0028,7.9,1.2,ML,,1.2,,,KIZILGUR-SINDIRGI (BALIKESIR),KOERI
2025-11-18T11:23:02,39.1897,28.1643,4.7,1.4,ML,,1.4,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-18T11:16:20,39.2043,28.2587,11.6,3.2,ML,,3.2,,,ILICA-SINDIRGI (BALIKESIR),KOERI
2025-11-18T10:47:48,39.2343,28.1655,10.8,1.8,ML,,1.8,,,SINDIRGI (BALIKESIR),KOERI
2025-11-18T10:37:58,39.216,28.16,7.9,1.8,ML,,1.8,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-18T10:22:00,39.3532,40.6723,17.7,2.0,ML,,2.0,,,DINARBEY-YEDISU (BINGOL),KOERI
2025-11-18T10:15:04,39.2017,28.161,11.9,1.6,ML,,1.6,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-18T10:04:49,39.176,28.2643,15.0,1.5,ML,,1.5,,,ISIKLAR-SINDIRGI (BALIKESIR),KOERI
2025-11-18T09:56:49,39.1942,28.2533,15.0,1.4,ML,,1.4,,,ILICA-SINDIRGI (BALIKESIR),KOERI
2025-11-18T09:14:42,39.2308,28.1437,11.9,2.3,ML,,2.3,,,MANDIRA-SINDIRGI (BALIKESIR),KOERI
2025-11-18T09:09:15,39.1668,28.9993,24.7,1.3,ML,,1.3,,,KARACAOREN-SIMAV (KUTAHYA),KOERI
2025-11-18T09:02:21,39.2982,28.9517,5.4,1.1,ML,,1.1,,,YAVU-SIMAV (KUTAHYA),KOERI
2025-11-18T08:55:49,39.22,28.1732,6.8,1.5,ML,,1.5,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-18T08:33:43,39.2305,28.1443,7.9,1.5,ML,,1.5,,,MANDIRA-SINDIRGI (BALIKESIR),KOERI
2025-11-18T08:17:07,39.1573,28.1637,8.8,1.6,ML,,1.6,,,SINANDEDE-SINDIRGI (BALIKESIR),KOERI
2025-11-18T08:13:33,39.2175,28.2013,7.1,1.6,ML,,1.6,,,PURSUNLER-SINDIRGI (BALIKESIR),KOERI
2025-11-18T08:04:22,39.258,29.0105,5.1,1.0,ML,,1.0,,,YESILDERE-SIMAV (KUTAHYA),KOERI
2025-11-18T07:53:07,39.2133,28.113,10.1,1.3,ML,,1.3,,,KERTIL-SINDIRGI (BALIKESIR),KOERI
2025-11-18T07:47:07,39.1685,28.2358,9.2,2.3,ML,,2.3,,,BAYRAKLI-SINDIRGI (BALIKESIR),KOERI
2025-11-18T07:46:03,39.1712,28.232,8.5,2.2,ML,,2.2,,,BAYRAKLI-SINDIRGI (BALIKESIR),KOERI
2025-11-18T07:42:10,39.0768,28.2413,12.8,1.8,ML,,1.8,,,CICEKLI-GORDES (MANISA),KOERI
2025-11-18T07:41:19,37.8938,36.6343,9.1,1.9,ML,,1.9,,,TEKIR (KAHRAMANMARAS),KOERI
2025-11-18T07:31:45,39.2412,28.9307,3.3,2.2,ML,,2.2,,,YENILER-SIMAV (KUTAHYA),KOERI
2025-11-18T07:27:04,39.2493,28.9318,7.0,3.0,ML,,3.0,,,YENILER-SIMAV (KUTAHYA),KOERI
2025-11-18T07:08:40,39.2287,28.1247,6.3,1.7,ML,,1.7,,,BAYIRLI-SINDIRGI (BALIKESIR),KOERI
2025-11-18T07:02:15,39.2323,28.148,9.0,2.8,ML,,2.8,,,MANDIRA-SINDIRGI (BALIKESIR),KOERI
2025-11-18T06:57:32,40.6352,32.337,5.6,1.8,ML,,1.8,,,AKTAS-GEREDE (BOLU),KOERI
2025-11-18T06:36:59,38.0543,37.5442,3.3,1.7,ML,,1.7,,,TATLAR-NURHAK (KAHRAMANMARAS),KOERI
2025-11-18T06:36:26,39.1992,28.1663,10.5,1.5,ML,,1.5,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-18T06:32:35,34.6623,32.7977,13.2,3.0,ML,,3.0,,,AKDENIZ,KOERI
2025-11-18T06:22:23,34.5083,32.5922,7.5,2.5,ML,,2.5,,,AKDENIZ,KOERI
2025-11-18T06:21:23,38.0923,36.4975,4.5,2.2,ML,,2.2,,,MAHMUTBEY-GOKSUN (KAHRAMANMARAS),KOERI
2025-11-18T06:18:25,39.21,28.1435,9.8,2.0,ML,,2.0,,,MANDIRA-SINDIRGI (BALIKESIR),KOERI
2025-11-18T06:09:21,39.2148,28.1602,8.4,1.5,ML,,1.5,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-18T06:04:32,39.3657,28.0127,8.2,1.9,ML,,1.9,,,HAMIDIYE-BIGADIC (BALIKESIR),KOERI
2025-11-18T05:36:37,39.226,28.1468,8.0,1.3,ML,,1.3,,,MANDIRA-SINDIRGI (BALIKESIR),KOERI
2025-11-18T05:30:46,39.1935,28.173,9.9,1.6,ML,,1.6,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-18T05:29:29,39.2808,28.3183,6.3,1.5,ML,,1.5,,,KEPEZ-SINDIRGI (BALIKESIR),KOERI
2025-11-18T05:28:05,39.1865,28.1683,14.7,1.2,ML,,1.2,,,SINANDEDE-SINDIRGI (BALIKESIR),KOERI
2025-11-18T05:26:16,39.1908,28.1573,14.1,2.1,ML,,2.1,,,SINANDEDE-SINDIRGI (BALIKESIR),KOERI
2025-11-18T05:22:22,39.2367,28.1288,9.1,1.4,ML,,1.4,,,BAYIRLI-SINDIRGI (BALIKESIR),KOERI
2025-11-18T05:15:44,37.2827,37.0163,6.2,1.5,ML,,1.5,,,AKDEMIR-PAZARCIK (KAHRAMANMARAS),KOERI
2025-11-18T05:14:15,39.2282,28.1858,6.4,1.4,ML,,1.4,,,SINDIRGI (BALIKESIR),KOERI
2025-11-18T05:13:17,39.2012,28.288,12.2,1.5,ML,,1.5,,,ASLANDEDE-SINDIRGI (BALIKESIR),KOERI
2025-11-18T05:11:26,39.213,28.1737,9.5,2.3,ML,,2.3,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-18T05:01:56,39.209,28.1458,8.1,3.0,ML,,3.0,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-18T05:00:42,39.2158,28.1493,9.1,2.9,ML,,2.9,,,MANDIRA-SINDIRGI (BALIKESIR),KOERI
2025-11-18T04:54:56,39.2248,28.1547,11.5,1.5,ML,,1.5,,,MANDIRA-SINDIRGI (BALIKESIR),KOERI
2025-11-18T04:48:48,39.2062,28.2017,13.3,1.4,ML,,1.4,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-18T04:45:49,39.1978,28.1597,10.6,3.2,ML,,3.2,2.9,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-18T04:38:22,36.0273,27.2052,5.5,1.8,ML,,1.8,,,EGE DENIZI,KOERI
2025-11-18T04:35:02,40.3743,27.4983,15.4,1.3,ML,,1.3,,,GUVEMALANI-BIGA (CANAKKALE),KOERI
2025-11-18T04:21:42,39.2113,28.1478,11.7,1.4,ML,,1.4,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-18T04:07:23,39.2408,28.0987,8.5,2.0,ML,,2.0,,,KOZLU-SINDIRGI (BALIKESIR),KOERI
2025-11-18T04:02:22,39.21,28.1648,10.7,1.3,ML,,1.3,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
2025-11-18T03:54:18,38.4462,30.538,11.6,1.2,ML,,1.2,,,BALCIKHISAR-SUHUT (AFYONKARAHISAR),KOERI
2025-11-18T03:50:19,39.1943,28.3145,7.6,1.7,ML,,1.7,,,BUYUKDAGDERE-SINDIRGI (BALIKESIR),KOERI
2025-11-18T03:25:06,39.0223,24.3602,2.2,3.3,ML,,3.3,,,EGE DENIZI,KOERI
2025-11-18T03:22:37,38.975,24.1867,5.0,3.6,ML,,3.5,3.6,,YUNANISTAN,KOERI
2025-11-18T03:11:29,39.2323,28.0635,13.1,1.3,ML,,1.3,,,ALAKIR-SINDIRGI (BALIKESIR),KOERI
2025-11-18T03:09:56,39.223,28.1393,11.4,1.5,ML,,1.5,,,MANDIRA-SINDIRGI (BALIKESIR),KOERI
2025-11-18T03:06:58,39.3855,28.0505,6.3,2.7,ML,,2.7,,,CEKIRDEKLI-BIGADIC (BALIKESIR),KOERI
2025-11-18T03:05:24,39.3752,28.0375,7.5,1.7,ML,,1.7,,,CEKIRDEKLI-BIGADIC (BALIKESIR),KOERI
2025-11-18T03:04:49,39.2307,28.1858,7.8,1.7,ML,,1.7,,,SINDIRGI (BALIKESIR),KOERI
2025-11-18T02:55:47,39.1842,28.226,12.4,1.0,ML,,1.0,,,ILICA-SINDIRGI (BALIKESIR),KOERI
2025-11-18T02:53:59,39.1958,28.172,8.8,2.0,ML,,2.0,,,YAYLACIK-SINDIRGI (BALIKESIR),KOERI
