longitude,latitude,density
37.83673469387755,38.07142857142857,0.0406873586524137
37.43877551020408,38.07142857142857,0.04037869769974468
37.43877551020408,37.92857142857143,0.03930918892706695
38.234693877551024,38.07142857142857,0.039079234182574175
37.83673469387755,38.214285714285715,0.03866941737776846
37.83673469387755,37.92857142857143,0.038472297141506316
38.234693877551024,38.214285714285715,0.03835977998218113
37.04081632653061,37.92857142857143,0.03823723844230068
37.04081632653061,38.07142857142857,0.038201030796946936
37.43877551020408,38.214285714285715,0.03720981658463515
38.63265306122449,38.214285714285715,0.03632237525388179
38.234693877551024,37.92857142857143,0.03584652997815913
38.63265306122449,38.07142857142857,0.03577841023047077
36.64285714285714,37.92857142857143,0.035407179508335475
37.43877551020408,37.785714285714285,0.03485449968856325
37.04081632653061,37.785714285714285,0.03478455609032183
36.64285714285714,38.07142857142857,0.03445403806941756
37.04081632653061,38.214285714285715,0.03418592468116608
38.234693877551024,38.357142857142854,0.03380742847282144
37.83673469387755,37.785714285714285,0.03320274359545285
38.63265306122449,38.357142857142854,0.033184826216281445
36.64285714285714,37.785714285714285,0.032998461858382636
37.83673469387755,38.357142857142854,0.03293896255043014
39.03061224489796,38.214285714285715,0.032854690609767756
38.63265306122449,37.92857142857143,0.03180152918957
39.03061224489796,38.07142857142857,0.03124545502746932
36.244897959183675,37.92857142857143,0.031205766488815345
39.03061224489796,38.357142857142854,0.031180747381453804
37.43877551020408,38.357142857142854,0.030694433756177506
38.234693877551024,37.785714285714285,0.030073898895942072
36.64285714285714,38.214285714285715,0.029993581936258493
36.244897959183675,37.785714285714285,0.02975073947428517
36.244897959183675,38.07142857142857,0.02962281531663502
37.04081632653061,37.642857142857146,0.029524123419182386
37.43877551020408,37.642857142857146,0.028909113351285463
36.64285714285714,37.642857142857146,0.028614401552727885
39.42857142857143,38.214285714285715,0.02846417038922055
39.42857142857143,38.357142857142854,0.028129388458446352
38.63265306122449,38.5,0.027591806317423476
37.04081632653061,38.357142857142854,0.02736817365138947
38.234693877551024,38.5,0.02705286229358057
39.03061224489796,38.5,0.02701565531857488
39.03061224489796,37.92857142857143,0.02688369438820261
37.83673469387755,37.642857142857146,0.02686847231049929
36.244897959183675,37.642857142857146,0.026314553848879478
35.8469387755102,37.92857142857143,0.026174783560590754
39.42857142857143,38.07142857142857,0.02609090702726543
38.63265306122449,37.785714285714285,0.025909284713901724
35.8469387755102,37.785714285714285,0.025488930041031463
39.42857142857143,38.5,0.02547356751881453
37.83673469387755,38.5,0.02544072821786244
36.244897959183675,38.214285714285715,0.025136155842999924
39.826530612244895,38.357142857142854,0.024535449709588937
35.8469387755102,38.07142857142857,0.02428206582787138
37.04081632653061,37.5,0.024149224260742647
36.64285714285714,37.5,0.02385017493218879
39.826530612244895,38.214285714285715,0.023772037419457992
38.234693877551024,37.642857142857146,0.023710357738604693
36.64285714285714,38.357142857142854,0.023362076158557756
39.826530612244895,38.5,0.023297793345538116
37.43877551020408,37.5,0.023161022869458568
35.8469387755102,37.642857142857146,0.022961801709875877
37.43877551020408,38.5,0.022953633769999204
43.40816326530612,38.785714285714285,0.022596258770556227
27.091836734693878,36.642857142857146,0.022471578099747282
43.01020408163265,38.785714285714285,0.022433365564642902
43.01020408163265,38.642857142857146,0.022310191041710028
43.40816326530612,38.642857142857146,0.022309885036684136
36.244897959183675,37.5,0.022309582939511043
