Variable,Coefficient,IRR,IRR_2.5%,IRR_97.5%,p_value,Significant
const,-0.27671241417844605,0.7582725341865256,0.044093182146314455,13.04004855430275,0.8488006062498228,False
pressure_hpa,0.004629678554876365,1.0046404120744932,1.0014742135108945,1.0078166206944754,0.004044654635950594,True
pressure_change,-0.0020908780847886804,0.9979113062781166,0.9954155696523165,1.000413300291781,0.10172683855384938,False
illumination,0.0002680850204197709,1.0002681209584203,0.9989837315393727,1.0015541617118466,0.6825824642658262,False
moon_phase_New Moon,0.03638177933152505,1.0370516958257576,0.9535295409849752,1.1278897753960893,0.39575347410813855,False
moon_phase_Waning,-0.005239219614464111,0.9947744811590568,0.9085927601236727,1.0891306994682357,0.9097792389857888,False
moon_phase_Waxing,0.0011118191003121544,1.0011124374002927,0.915152195278776,1.0951469247279186,0.9806350696573212,False
