Variable,Coefficient,Std_Error,t_value,p_value,CI_2.5%,CI_97.5%,Significant
const,1.9756056574501522,0.00313997252580593,629.179281415234,0.0,1.9694514243871273,1.981759890513177,True
depth_c,0.021588162053992537,0.0010070815059343,21.436360341027754,6.121840305913125e-102,0.01961431857286495,0.023562005535120126,True
lat_c,-0.0004289053612218394,0.0025695011251208374,-0.16692164756365654,0.8674316998201241,-0.005465035024693828,0.004607224302250149,False
lon_c,0.006621958134153994,0.0005791139773765697,11.434637036653765,2.8070809668035182e-30,0.005486915595552174,0.007757000672755815,True
depth_x_lat,0.003593954777547002,0.0005512201895539774,6.5199984428274815,7.030812137829714e-11,0.0025135830584698646,0.004674326496624139,True
depth_x_lon,-0.000263927165148873,0.00018887590190768484,-1.3973575373202998,0.16230608151453596,-0.0006341171304354554,0.00010626280013770938,False
