Variable,GLM_Original,GLM_Weighted,Penalized,Shrinkage_%
const,-13.366198425614888,-13.62433909410131,-6.741683437593738,49.561698675114506
vs30_estimated_z,-8.91880542690323,-10.373865491471653,-5.763373572885359,35.37953462354536
mean_depth_z,4.8082739870636795,4.971818064038359,1.8815430561043636,-60.868638909377424
pct_old_buildings_z,0.9974364191760717,1.1587443716772239,0.09767938720477112,-90.20695601976728
